Dataset,Sample,Standard_Timesteps,NN_Started_Timesteps,Standard_Permeability,NN_Permeability,Speedup_Ratio,Perm_Error [%]
Tol 0.0001%,Sample_0007,18000,5400,388.59531,388.74795,3.3333333333333335,0.03927993881347138
Tol 0.0001%,Sample_0008,16000,13200,270.03114,268.87501,1.2121212121212122,0.42814691668524557
Tol 0.0001%,Sample_0009,16000,13600,270.03114,268.66666,1.1764705882352942,0.5053046844893573
Tol 0.0001%,Sample_0010,16000,14000,270.03114,268.84965,1.1428571428571428,0.4375384261237414
Tol 0.0001%,Sample_0011,16000,14000,270.03114,268.89559,1.1428571428571428,0.42052557345792285
Tol 0.0001%,Sample_0012,37600,31200,253.40131,251.32565,1.205128205128205,0.8191196801626635
Tol 0.0001%,Sample_0013,37600,28200,253.40131,251.29045,1.3333333333333333,0.8330106896448177
Tol 0.0001%,Sample_0014,37600,28000,253.40131,251.32883,1.3428571428571427,0.8178647537378495
Tol 0.0001%,Sample_0015,37600,30000,253.40131,251.32302,1.2533333333333334,0.8201575595643059
Tol 0.0001%,Sample_0016,75000,34400,103.01957,102.5406,2.1802325581395348,0.46493108057042354
Tol 0.0001%,Sample_0017,75000,37600,103.01957,102.53025,1.9946808510638299,0.4749777153991289
Tol 0.0001%,Sample_0018,75000,42000,103.01957,102.47155,1.7857142857142858,0.5319571805628854
Tol 0.0001%,Sample_0019,75000,41800,103.01957,102.49541,1.7942583732057416,0.5087965325423071
Tol 0.0001%,Sample_0020,20200,49600,97.066825,97.979192,0.40725806451612906,0.9399369970121134
Tol 0.0001%,Sample_0021,20200,6200,97.066825,98.013966,3.2580645161290325,0.9757618012127234
Tol 0.0001%,Sample_0022,20200,7400,97.066825,97.820475,2.72972972972973,0.7764238708745316
Tol 0.0001%,Sample_0023,20200,7400,97.066825,97.920867,2.72972972972973,0.879849526344358
Tol 0.0001%,Sample_0024,25800,18400,319.81659,319.65775,1.4021739130434783,0.0496659663590303
Tol 0.0001%,Sample_0025,25800,19000,319.81659,319.61273,1.3578947368421053,0.06374278457537808
Tol 0.0001%,Sample_0026,25800,17200,319.81659,319.65036,1.5,0.05197666575084219
Tol 0.0001%,Sample_0027,25800,19000,319.81659,319.5704,1.3578947368421053,0.07697849570593344
Tol 0.0001%,Sample_0028,20400,17400,519.33476,519.58195,1.1724137931034482,0.04759743022016204
Tol 0.0001%,Sample_0029,20400,17800,519.33476,519.70184,1.146067415730337,0.07068273265590526
Tol 0.0001%,Sample_0030,20400,16600,519.33476,519.57898,1.2289156626506024,0.04702554475653453
Tol 0.0001%,Sample_0031,20400,18600,519.33476,519.76708,1.096774193548387,0.08324495745287766
Tol 0.0001%,Sample_0032,14800,11800,263.40931,262.83623,1.2542372881355932,0.217562545530378
Tol 0.0001%,Sample_0033,14800,11200,263.40931,262.82291,1.3214285714285714,0.2226193144046526
Tol 0.0001%,Sample_0034,14800,11000,263.40931,262.845,1.3454545454545455,0.21423312638417286
Tol 0.0001%,Sample_0035,14800,11400,263.40931,262.8674,1.2982456140350878,0.2057292507998407
Tol 0.0001%,Sample_0036,18000,13200,63.051934,60.535073,1.3636363636363635,3.9917268834291515
Tol 0.0001%,Sample_0037,18000,13400,63.051934,60.629015,1.3432835820895523,3.842735418710551
Tol 0.0001%,Sample_0038,18000,13200,63.051934,60.635427,1.3636363636363635,3.832566024065182
Tol 0.0001%,Sample_0039,18000,12800,63.051934,60.529233,1.40625,4.000989089406845
Tol 0.0001%,Sample_0040,30200,17800,148.48671,147.39744,1.696629213483146,0.7335808032920921
Tol 0.0001%,Sample_0041,30200,18800,148.48671,147.45969,1.6063829787234043,0.6916578594811571
Tol 0.0001%,Sample_0042,30200,18600,148.48671,147.412,1.6236559139784945,0.7237752119364635
Tol 0.0001%,Sample_0043,30200,18400,148.48671,147.44489,1.641304347826087,0.7016250814635204
Tol 0.0001%,Sample_0044,34000,21600,54.228982,50.484306,1.5740740740740742,6.9053038834474245
Tol 0.0001%,Sample_0045,34000,20600,54.228982,50.535209,1.6504854368932038,6.811437102027841
Tol 0.0001%,Sample_0046,34000,21800,54.228982,50.695404,1.5596330275229358,6.516032331198839
Tol 0.0001%,Sample_0047,34000,21800,54.228982,50.725844,1.5596330275229358,6.459899984845742
Tol 0.0001%,Sample_0048,10600,7800,283.20207,281.84428,1.358974358974359,0.47944211707208423
Tol 0.0001%,Sample_0049,10600,7200,283.20207,281.77891,1.4722222222222223,0.5025245754736171
Tol 0.0001%,Sample_0050,10600,7800,283.20207,281.65951,1.358974358974359,0.5446852842565665
Tol 0.0001%,Sample_0051,10600,7800,283.20207,281.80141,1.358974358974359,0.49457971829090663
Tol 0.0001%,Sample_0052,18200,19600,472.90364,470.97421,0.9285714285714286,0.4079964366525003
Tol 0.0001%,Sample_0053,18200,19400,472.90364,471.10867,0.9381443298969072,0.3795635829743197
Tol 0.0001%,Sample_0054,18200,18200,472.90364,471.06379,1.0,0.38905388844120814
Tol 0.0001%,Sample_0055,18200,19400,472.90364,471.16214,0.9381443298969072,0.36825683980778273
Tol 0.0001%,Sample_0056,24200,15400,189.12536,186.31194,1.5714285714285714,1.4875953177300008
Tol 0.0001%,Sample_0057,24200,16400,189.12536,186.2587,1.475609756097561,1.515745958130626
Tol 0.0001%,Sample_0058,24200,1800,189.12536,185.6521,13.444444444444445,1.8364855987584163
Tol 0.0001%,Sample_0059,24200,12000,189.12536,186.17791,2.0166666666666666,1.5584636560638951
Tol 0.0001%,Sample_0060,31600,23200,194.36328,193.96006,1.3620689655172413,0.20745688177314386
Tol 0.0001%,Sample_0061,31600,23400,194.36328,193.95685,1.3504273504273505,0.20910842829983126
Tol 0.0001%,Sample_0062,31600,20800,194.36328,193.81263,1.5192307692307692,0.28330968689146957
Tol 0.0001%,Sample_0063,31600,24800,194.36328,193.97008,1.2741935483870968,0.2023015870075908
Tol 0.0001%,Sample_0064,21000,6400,314.32882,311.26585,3.28125,0.9744477137031237
Tol 0.0001%,Sample_0065,21000,7600,314.32882,311.37711,2.763157894736842,0.9390516593419564
Tol 0.0001%,Sample_0066,21000,18000,314.32882,311.49196,1.1666666666666667,0.9025134888999365
Tol 0.0001%,Sample_0067,21000,5000,314.32882,311.39749,4.2,0.9325680031503324
Tol 0.0001%,Sample_0068,105800,50200,22.04782,19.586809,2.1075697211155378,11.162151178665294
Tol 0.0001%,Sample_0069,105800,50200,22.04782,19.673516,2.1075697211155378,10.768883272813376
Tol 0.0001%,Sample_0070,105800,51000,22.04782,19.630194,2.074509803921569,10.965374354471335
Tol 0.0001%,Sample_0071,105800,47800,22.04782,19.597615,2.213389121338912,11.113139530348125
Tol 0.0001%,Sample_0072,32800,24000,102.77083,102.91867,1.3666666666666667,0.14385404885802924
Tol 0.0001%,Sample_0073,32800,23800,102.77083,102.91112,1.3781512605042017,0.13650760629255707
Tol 0.0001%,Sample_0074,32800,32600,102.77083,102.93205,1.0061349693251533,0.1568733073382789
Tol 0.0001%,Sample_0075,32800,21200,102.77083,102.8458,1.5471698113207548,0.07294871511691918
Tol 0.0001%,Sample_0076,47400,35600,30.352908,29.93751,1.3314606741573034,1.36856079819436
Tol 0.0001%,Sample_0077,47400,36000,30.352908,29.93441,1.3166666666666667,1.3787739876521867
Tol 0.0001%,Sample_0078,47400,34400,30.352908,30.007067,1.377906976744186,1.1393998888014292
Tol 0.0001%,Sample_0079,47400,35000,30.352908,29.979991,1.3542857142857143,1.228603862272442
Tol 0.0001%,Sample_0080,37600,18400,59.519073,59.903226,2.0434782608695654,0.6454283990612517
